,AQI,城市道路照明灯千盏,城市公共汽、电车车辆运营数辆,城市公共汽、电车运营线路总长度公里,城市建设用地面积平方公里,城市绿地面积公顷,城市排水管道长度公里,城市桥梁座,城市清扫保洁面积万平方米,城市燃气普及率%,城市人口密度人每平方公里,城市污水日处理能力万立方米,城市用水普及率%,除涝面积千公顷,低温冷冻和雪灾受灾面积千公顷,电子商务采购额亿元,电子商务销售额亿元,发明专利授权数件,分地区公路货运量(万吨,分地区水路货运量万吨,分地区铁路货运量万吨,分地区用电量亿千瓦小时,风雹灾害受灾面积千公顷,公路货物周转量亿吨公里).,公路客运量万人,公路旅客周转量亿人公里,供热面积万平方米,供热总量-热水万吉焦,供热总量-蒸汽万吉焦,国家自然保护区个数(个,国家自然保护区面积万公顷,旱灾受灾面积千公顷,洪涝、地质灾害和台风受灾面积千公顷,技术市场成交额万元,建成区绿化覆盖率%,居民人均消费支出元,每万人拥有公共厕所座,每万人拥有公共交通车辆标台,年末人口数.,年末实有道路面积万平方米 ,年末实有道路长度公里,企业期末使用计算机数台,企业拥有网站数个,全年供水总量万立方千米,人工煤气管道长度公里,人工煤气全年供气总量万立方米,人工煤气用气人口数万人,人均城市道路面积平方米,人均公园绿地面积平方米,人均可支配收入元,人均生活用水量升,生活垃圾清运量万吨,生活垃圾无害化处理厂数座,生活垃圾无害化处理量万吨,生活垃圾无害化处理率(%).,生活垃圾无害化处理能力吨每日,实用新型专利授权数件,受灾人口万人次,水库总容量亿立方米,水路货物周转量亿吨公里,水土流失治理面积千公顷,水运客运量万人,水运旅客周转量亿人公里,天然气管道长度公里,天然气全年供气总量万立方米,天然气用气人口数万人,铁路货物周转量亿吨公里,铁路客运量万人,铁路旅客周转量亿人公里,外观设计专利授权数件,液化石油气管道长度公里,液化石油气全年供气总量吨,液化石油气用气人口万人,用水人口万人,有电子商务交易活动企业数个,主要城市降水量毫米,主要城市平均气温摄氏度,主要城市平均相对湿度%,主要城市日照时数小时,城区面积（平方公里）.xlsx,城市出租汽车（辆）.xlsx,城市道路照明灯（千盏）.xlsx,城市公共汽、电车车辆运营数（辆）.xlsx,城市公共汽、电车运营线路总长度（公里）.xlsx,城市建设用地面积（平方公里）.xlsx,城市绿地面积（公顷）.xlsx,城市排水管道长度（公里）.xlsx,城市桥梁（座）.xlsx,城市清扫保洁面积（万平方米）.xlsx,城市燃气普及率（%）.xlsx,城市人口密度（人每平方公里）.xlsx,城市污水日处理能力（万立方米）.xlsx,城市用水普及率（%）.xlsx,除涝面积（千公顷）.xlsx,低温冷冻和雪灾受灾面积（千公顷）.xlsx,电子商务采购额（亿元）.xlsx,电子商务销售额（亿元）.xlsx,发明专利授权数（件）.xlsx,分地区公路货运量(万吨）.xlsx,分地区水路货运量（万吨）.xlsx,分地区铁路货运量（万吨）.xlsx,分地区用电量（亿千瓦小时）.xlsx,风雹灾害受灾面积（千公顷）.xlsx,公路货物周转量（亿吨公里).xlsx,公路客运量（万人）.xlsx,公路旅客周转量（亿人公里）.xlsx,供热面积（万平方米）.xlsx,供热总量-热水（万吉焦）.xlsx,供热总量-蒸汽（万吉焦）.xlsx,国家自然保护区个数(个）.xlsx,国家自然保护区面积（万公顷）.xlsx,旱灾受灾面积（千公顷）.xlsx,洪涝、地质灾害和台风受灾面积（千公顷）.xlsx,技术市场成交额（万元）.xlsx,建成区绿化覆盖率（%）.xlsx,居民人均消费支出（元）.xlsx,每万人拥有公共厕所（座）.xlsx,每万人拥有公共交通车辆（标台）.xlsx,年末人口数.xlsx,年末实有道路面积（万平方米 ）.xlsx,年末实有道路长度（公里）.xlsx,企业期末使用计算机数（台）.xlsx,企业拥有网站数（个）.xlsx,全年供水总量（万立方千米）.xlsx,人工煤气管道长度（公里）.xlsx,人工煤气全年供气总量（万立方米）.xlsx,人工煤气用气人口数（万人）.xlsx,人均城市道路面积（平方米）.xlsx,人均公园绿地面积（平方米）.xlsx,人均可支配收入（元）.xlsx,人均生活用水量（升）.xlsx,生活垃圾清运量（万吨）.xlsx,生活垃圾无害化处理厂数（座）.xlsx,生活垃圾无害化处理量（万吨）.xlsx,生活垃圾无害化处理率(%).xlsx,生活垃圾无害化处理能力（吨每日）.xlsx,实用新型专利授权数（件）.xlsx,受灾人口（万人次）.xlsx,水库总容量（亿立方米）.xlsx,水路货物周转量（亿吨公里）.xlsx,水土流失治理面积（千公顷）.xlsx,水运客运量（万人）.xlsx,水运旅客周转量（亿人公里）.xlsx,天然气管道长度（公里）.xlsx,天然气全年供气总量（万立方米）.xlsx,天然气用气人口数（万人）.xlsx,铁路货物周转量（亿吨公里）.xlsx,铁路客运量（万人）.xlsx,铁路旅客周转量（亿人公里）.xlsx,外观设计专利授权数（件）.xlsx,液化石油气管道长度（公里）.xlsx,液化石油气全年供气总量（吨）.xlsx,液化石油气用气人口（万人）.xlsx,用水人口（万人）.xlsx,有电子商务交易活动企业数（个）.xlsx,主要城市降水量（毫米）.xlsx,主要城市平均气温（摄氏度）.xlsx,主要城市平均相对湿度（%）.xlsx,主要城市日照时数（小时）.xlsx
2018-北京,70035.00 ,302.70 ,22750.00 ,19245.00 ,1471.80 ,85286.00 ,17646.00 ,2336.00 ,14443.00 ,100.00 ,1136.00 ,692.80 ,100.00 ,12.00 ,0.50 ,10623.60 ,18261.20 ,46978.00 ,20278.00 ,NA,596.00 ,NA,1.60 ,167.41 ,44577.00 ,99.87 ,62932.00 ,20350.00 ,NA,NA,NA,NA,2.60 ,49578246.00 ,48.40 ,39842.70 ,2.83 ,18.24 ,2192.00 ,14098.00 ,8332.00 ,4581161.00 ,20286.00 ,191981.00 ,NA,NA,NA,7.57 ,16.30 ,62361.20 ,198.70 ,975.10 ,28.00 ,975.10 ,100.00 ,28591.00 ,59219.00 ,15.70 ,52.20 ,NA,813.70 ,NA,NA,28241.00 ,1915978.00 ,1434.80 ,866.82 ,14357.00 ,154.57 ,17299.00 ,230.00 ,480641.00 ,428.60 ,1863.40 ,6536.00 ,546.60 ,13.60 ,49.00 ,2475.40 ,16410.00 ,70035.00 ,302.70 ,22750.00 ,19245.00 ,1471.80 ,85286.00 ,17646.00 ,2336.00 ,14443.00 ,100.00 ,1136.00 ,692.80 ,100.00 ,12.00 ,0.50 ,10623.60 ,18261.20 ,46978.00 ,20278.00 ,NA,596.00 ,NA,1.60 ,167.41 ,44577.00 ,99.87 ,62932.00 ,20350.00 ,NA,NA,NA,NA,2.60 ,49578246.00 ,48.40 ,39842.70 ,2.83 ,18.24 ,2192.00 ,14098.00 ,8332.00 ,4581161.00 ,20286.00 ,191981.00 ,NA,NA,NA,7.57 ,16.30 ,62361.20 ,198.70 ,975.10 ,28.00 ,975.10 ,100.00 ,28591.00 ,59219.00 ,15.70 ,52.20 ,NA,813.70 ,NA,NA,28241.00 ,1915978.00 ,1434.80 ,866.82 ,14357.00 ,154.57 ,17299.00 ,230.00 ,480641.00 ,428.60 ,1863.40 ,6536.00 ,546.60 ,13.60 ,49.00 ,2475.40 
2018-福建,20191.00 ,850.10 ,17871.00 ,25985.00 ,1478.40 ,72103.00 ,16760.00 ,1747.00 ,19589.00 ,98.29 ,3238.00 ,416.00 ,99.69 ,157.60 ,10.50 ,998.10 ,3481.00 ,9858.00 ,96576.00 ,36854.00 ,3518.00 ,NA,0.80 ,1289.52 ,34081.00 ,212.04 ,NA,NA,NA,NA,NA,23.90 ,43.50 ,845235.00 ,44.30 ,22996.00 ,3.68 ,15.28 ,4104.00 ,26995.00 ,13325.00 ,1645811.00 ,20261.00 ,175159.00 ,156.00 ,1712.00 ,9.00 ,20.59 ,14.62 ,32643.90 ,210.10 ,874.90 ,30.00 ,873.90 ,99.90 ,24896.00 ,67822.00 ,115.10 ,170.50 ,6209.37 ,3778.40 ,1929.00 ,2.75 ,11046.00 ,242393.00 ,631.20 ,147.35 ,12096.00 ,385.20 ,24942.00 ,183.00 ,320141.00 ,648.40 ,1307.00 ,5028.00 ,1495.60 ,17.00 ,76.00 ,1800.70 ,4048.40 ,20191.00 ,850.10 ,17871.00 ,25985.00 ,1478.40 ,72103.00 ,16760.00 ,1747.00 ,19589.00 ,98.29 ,3238.00 ,416.00 ,99.69 ,157.60 ,10.50 ,998.10 ,3481.00 ,9858.00 ,96576.00 ,36854.00 ,3518.00 ,NA,0.80 ,1289.52 ,34081.00 ,212.04 ,NA,NA,NA,NA,NA,23.90 ,43.50 ,845235.00 ,44.30 ,22996.00 ,3.68 ,15.28 ,4104.00 ,26995.00 ,13325.00 ,1645811.00 ,20261.00 ,175159.00 ,156.00 ,1712.00 ,9.00 ,20.59 ,14.62 ,32643.90 ,210.10 ,874.90 ,30.00 ,873.90 ,99.90 ,24896.00 ,67822.00 ,115.10 ,170.50 ,6209.37 ,3778.40 ,1929.00 ,2.75 ,11046.00 ,242393.00 ,631.20 ,147.35 ,12096.00 ,385.20 ,24942.00 ,183.00 ,320141.00 ,648.40 ,1307.00 ,5028.00 ,1495.60 ,17.00 ,76.00 ,1800.70 
2018-甘肃,24586.00 ,340.90 ,6519.00 ,9914.00 ,888.50 ,27222.00 ,6955.00 ,648.00 ,11756.00 ,90.91 ,3237.00 ,153.30 ,97.90 ,14.30 ,366.20 ,784.80 ,506.40 ,1280.00 ,64271.00 ,28.00 ,6087.00 ,NA,90.40 ,1118.97 ,36634.00 ,233.31 ,23460.00 ,10363.00 ,738.00 ,NA,NA,50.10 ,257.50 ,1808778.00 ,33.50 ,14624.00 ,3.10 ,11.87 ,2515.00 ,11561.00 ,5092.00 ,322096.00 ,3986.00 ,53878.00 ,385.00 ,2383.00 ,16.00 ,17.91 ,13.65 ,17488.40 ,137.20 ,281.20 ,27.00 ,280.50 ,99.80 ,10244.00 ,10696.00 ,922.80 ,103.50 ,0.05 ,9090.70 ,78.00 ,0.13 ,3597.00 ,235059.00 ,476.30 ,1490.91 ,5473.00 ,401.28 ,1982.00 ,110.00 ,41432.00 ,94.70 ,632.10 ,614.00 ,1085.20 ,15.70 ,71.00 ,2266.80 ,1994.50 ,24586.00 ,340.90 ,6519.00 ,9914.00 ,888.50 ,27222.00 ,6955.00 ,648.00 ,11756.00 ,90.91 ,3237.00 ,153.30 ,97.90 ,14.30 ,366.20 ,784.80 ,506.40 ,1280.00 ,64271.00 ,28.00 ,6087.00 ,NA,90.40 ,1118.97 ,36634.00 ,233.31 ,23460.00 ,10363.00 ,738.00 ,NA,NA,50.10 ,257.50 ,1808778.00 ,33.50 ,14624.00 ,3.10 ,11.87 ,2515.00 ,11561.00 ,5092.00 ,322096.00 ,3986.00 ,53878.00 ,385.00 ,2383.00 ,16.00 ,17.91 ,13.65 ,17488.40 ,137.20 ,281.20 ,27.00 ,280.50 ,99.80 ,10244.00 ,10696.00 ,922.80 ,103.50 ,0.05 ,9090.70 ,78.00 ,0.13 ,3597.00 ,235059.00 ,476.30 ,1490.91 ,5473.00 ,401.28 ,1982.00 ,110.00 ,41432.00 ,94.70 ,632.10 ,614.00 ,1085.20 ,15.70 ,71.00 ,2266.80 
2018-广东,64782.00 ,3016.50 ,63588.00 ,110606.00 ,5209.90 ,485418.00 ,82172.00 ,7596.00 ,112966.00 ,96.66 ,3469.00 ,2297.70 ,97.30 ,541.20 ,10.40 ,17104.60 ,27829.90 ,53259.00 ,304743.00 ,102353.00 ,9293.00 ,NA,NA,3890.32 ,105249.00 ,1120.71 ,NA,NA,NA,NA,NA,NA,537.40 ,13654186.00 ,44.00 ,26054.00 ,1.87 ,12.74 ,12348.00 ,77290.00 ,45100.00 ,8459520.00 ,74939.00 ,938248.00 ,651.00 ,6140.00 ,2.80 ,13.39 ,18.34 ,35809.90 ,254.40 ,3035.40 ,99.00 ,3031.60 ,99.90 ,107304.00 ,268508.00 ,675.20 ,449.60 ,24177.41 ,1757.90 ,2775.00 ,11.13 ,35676.00 ,1330152.00 ,2588.80 ,270.60 ,34121.00 ,953.75 ,156315.00 ,1003.00 ,3789653.00 ,2986.10 ,5614.70 ,12158.00 ,1110.60 ,17.30 ,78.00 ,1797.20 ,16634.10 ,64782.00 ,3016.50 ,63588.00 ,110606.00 ,5209.90 ,485418.00 ,82172.00 ,7596.00 ,112966.00 ,96.66 ,3469.00 ,2297.70 ,97.30 ,541.20 ,10.40 ,17104.60 ,27829.90 ,53259.00 ,304743.00 ,102353.00 ,9293.00 ,NA,NA,3890.32 ,105249.00 ,1120.71 ,NA,NA,NA,NA,NA,NA,537.40 ,13654186.00 ,44.00 ,26054.00 ,1.87 ,12.74 ,12348.00 ,77290.00 ,45100.00 ,8459520.00 ,74939.00 ,938248.00 ,651.00 ,6140.00 ,2.80 ,13.39 ,18.34 ,35809.90 ,254.40 ,3035.40 ,99.00 ,3031.60 ,99.90 ,107304.00 ,268508.00 ,675.20 ,449.60 ,24177.41 ,1757.90 ,2775.00 ,11.13 ,35676.00 ,1330152.00 ,2588.80 ,270.60 ,34121.00 ,953.75 ,156315.00 ,1003.00 ,3789653.00 ,2986.10 ,5614.70 ,12158.00 ,1110.60 ,17.30 ,78.00 ,1797.20 
2018-广西,16402.00 ,593.30 ,10852.00 ,16555.00 ,1444.80 ,92058.00 ,13254.00 ,1253.00 ,23202.00 ,98.15 ,2025.00 ,773.30 ,97.80 ,235.30 ,NA,815.80 ,1168.20 ,4330.00 ,153389.00 ,30123.00 ,7140.00 ,NA,4.40 ,2683.05 ,36134.00 ,351.10 ,NA,NA,NA,NA,NA,6.90 ,138.70 ,614077.00 ,39.90 ,14934.80 ,1.40 ,10.78 ,4947.00 ,22861.00 ,10441.00 ,721030.00 ,4101.00 ,177234.00 ,498.00 ,3588.00 ,34.40 ,19.42 ,13.05 ,21485.00 ,266.10 ,466.50 ,27.00 ,466.50 ,100.00 ,15896.00 ,12069.00 ,224.60 ,710.60 ,1590.64 ,2647.70 ,697.00 ,3.29 ,6384.00 ,73588.00 ,545.40 ,710.09 ,11100.00 ,462.26 ,4152.00 ,2.00 ,306242.00 ,575.60 ,1151.30 ,1530.00 ,1241.50 ,17.70 ,78.00 ,1716.20 ,5814.40 ,16402.00 ,593.30 ,10852.00 ,16555.00 ,1444.80 ,92058.00 ,13254.00 ,1253.00 ,23202.00 ,98.15 ,2025.00 ,773.30 ,97.80 ,235.30 ,NA,815.80 ,1168.20 ,4330.00 ,153389.00 ,30123.00 ,7140.00 ,NA,4.40 ,2683.05 ,36134.00 ,351.10 ,NA,NA,NA,NA,NA,6.90 ,138.70 ,614077.00 ,39.90 ,14934.80 ,1.40 ,10.78 ,4947.00 ,22861.00 ,10441.00 ,721030.00 ,4101.00 ,177234.00 ,498.00 ,3588.00 ,34.40 ,19.42 ,13.05 ,21485.00 ,266.10 ,466.50 ,27.00 ,466.50 ,100.00 ,15896.00 ,12069.00 ,224.60 ,710.60 ,1590.64 ,2647.70 ,697.00 ,3.29 ,6384.00 ,73588.00 ,545.40 ,710.09 ,11100.00 ,462.26 ,4152.00 ,2.00 ,306242.00 ,575.60 ,1151.30 ,1530.00 ,1241.50 ,17.70 ,78.00 ,1716.20 
2018-贵州,20265.00 ,604.00 ,7178.00 ,11767.00 ,983.60 ,51561.00 ,8251.00 ,701.00 ,14799.00 ,87.25 ,2412.00 ,253.60 ,96.68 ,124.10 ,21.40 ,616.30 ,1612.10 ,2081.00 ,95354.00 ,1670.00 ,5513.00 ,NA,98.30 ,1146.51 ,84053.00 ,469.08 ,211.00 ,121.00 ,NA,NA,NA,132.20 ,39.80 ,1710975.00 ,38.60 ,13798.10 ,2.86 ,10.96 ,3822.00 ,10575.00 ,4969.00 ,508564.00 ,7093.00 ,80560.00 ,NA,NA,NA,13.51 ,15.51 ,18430.20 ,185.90 ,338.50 ,25.00 ,325.30 ,96.10 ,15821.00 ,13980.00 ,508.20 ,444.60 ,45.07 ,7053.00 ,2211.00 ,6.77 ,6882.00 ,82932.00 ,368.50 ,606.33 ,6761.00 ,322.82 ,3395.00 ,92.00 ,113379.00 ,314.40 ,756.70 ,1576.00 ,2135.30 ,24.40 ,82.00 ,2040.90 ,3244.70 ,20265.00 ,604.00 ,7178.00 ,11767.00 ,983.60 ,51561.00 ,8251.00 ,701.00 ,14799.00 ,87.25 ,2412.00 ,253.60 ,96.68 ,124.10 ,21.40 ,616.30 ,1612.10 ,2081.00 ,95354.00 ,1670.00 ,5513.00 ,NA,98.30 ,1146.51 ,84053.00 ,469.08 ,211.00 ,121.00 ,NA,NA,NA,132.20 ,39.80 ,1710975.00 ,38.60 ,13798.10 ,2.86 ,10.96 ,3822.00 ,10575.00 ,4969.00 ,508564.00 ,7093.00 ,80560.00 ,NA,NA,NA,13.51 ,15.51 ,18430.20 ,185.90 ,338.50 ,25.00 ,325.30 ,96.10 ,15821.00 ,13980.00 ,508.20 ,444.60 ,45.07 ,7053.00 ,2211.00 ,6.77 ,6882.00 ,82932.00 ,368.50 ,606.33 ,6761.00 ,322.82 ,3395.00 ,92.00 ,113379.00 ,314.40 ,756.70 ,1576.00 ,2135.30 ,24.40 ,82.00 ,2040.90 
2018-海南,6994.00 ,182.30 ,4197.00 ,7302.00 ,308.30 ,17371.00 ,4736.00 ,218.00 ,7371.00 ,96.74 ,2460.00 ,102.10 ,97.04 ,25.20 ,NA,284.50 ,689.50 ,489.00 ,12052.00 ,8921.00 ,1068.00 ,NA,NA,84.55 ,9637.00 ,74.38 ,NA,NA,NA,NA,NA,NA,32.40 ,69407.00 ,40.60 ,17528.40 ,2.69 ,12.67 ,982.00 ,6158.00 ,4595.00 ,194262.00 ,1820.00 ,42881.00 ,NA,NA,NA,16.81 ,10.23 ,24579.00 ,197.60 ,222.40 ,13.00 ,222.40 ,100.00 ,6438.00 ,2052.00 ,60.20 ,111.60 ,774.27 ,116.70 ,1788.00 ,4.10 ,3764.00 ,29818.00 ,256.40 ,17.00 ,2958.00 ,52.06 ,751.00 ,2.00 ,87221.00 ,98.10 ,355.60 ,392.00 ,1759.00 ,22.10 ,82.00 ,1537.60 ,1489.30 ,6994.00 ,182.30 ,4197.00 ,7302.00 ,308.30 ,17371.00 ,4736.00 ,218.00 ,7371.00 ,96.74 ,2460.00 ,102.10 ,97.04 ,25.20 ,NA,284.50 ,689.50 ,489.00 ,12052.00 ,8921.00 ,1068.00 ,NA,NA,84.55 ,9637.00 ,74.38 ,NA,NA,NA,NA,NA,NA,32.40 ,69407.00 ,40.60 ,17528.40 ,2.69 ,12.67 ,982.00 ,6158.00 ,4595.00 ,194262.00 ,1820.00 ,42881.00 ,NA,NA,NA,16.81 ,10.23 ,24579.00 ,197.60 ,222.40 ,13.00 ,222.40 ,100.00 ,6438.00 ,2052.00 ,60.20 ,111.60 ,774.27 ,116.70 ,1788.00 ,4.10 ,3764.00 ,29818.00 ,256.40 ,17.00 ,2958.00 ,52.06 ,751.00 ,2.00 ,87221.00 ,98.10 ,355.60 ,392.00 ,1759.00 ,22.10 ,82.00 ,1537.60 
2018-河北,54003.00 ,1020.70 ,24012.00 ,40819.00 ,1860.10 ,91424.00 ,20655.00 ,1725.00 ,34756.00 ,99.28 ,3210.00 ,633.10 ,99.70 ,1638.30 ,121.10 ,1971.40 ,2556.10 ,5126.00 ,226334.00 ,3352.00 ,19637.00 ,NA,139.70 ,8550.15 ,35133.00 ,227.61 ,83185.00 ,27624.00 ,6594.00 ,NA,NA,44.00 ,252.20 ,2759840.00 ,41.60 ,16722.00 ,3.18 ,14.62 ,7426.00 ,37605.00 ,17281.00 ,1261891.00 ,16362.00 ,165810.00 ,1481.00 ,55238.00 ,50.60 ,19.76 ,14.23 ,23445.70 ,120.40 ,755.70 ,53.00 ,754.20 ,99.80 ,25342.00 ,36210.00 ,503.90 ,206.40 ,490.88 ,5532.50 ,2.00 ,0.19 ,27402.00 ,511224.00 ,1598.20 ,4832.00 ,12211.00 ,1061.40 ,10558.00 ,216.00 ,156663.00 ,240.20 ,1896.90 ,1954.00 ,351.70 ,14.60 ,53.00 ,2044.80 ,5926.80 ,54003.00 ,1020.70 ,24012.00 ,40819.00 ,1860.10 ,91424.00 ,20655.00 ,1725.00 ,34756.00 ,99.28 ,3210.00 ,633.10 ,99.70 ,1638.30 ,121.10 ,1971.40 ,2556.10 ,5126.00 ,226334.00 ,3352.00 ,19637.00 ,NA,139.70 ,8550.15 ,35133.00 ,227.61 ,83185.00 ,27624.00 ,6594.00 ,NA,NA,44.00 ,252.20 ,2759840.00 ,41.60 ,16722.00 ,3.18 ,14.62 ,7426.00 ,37605.00 ,17281.00 ,1261891.00 ,16362.00 ,165810.00 ,1481.00 ,55238.00 ,50.60 ,19.76 ,14.23 ,23445.70 ,120.40 ,755.70 ,53.00 ,754.20 ,99.80 ,25342.00 ,36210.00 ,503.90 ,206.40 ,490.88 ,5532.50 ,2.00 ,0.19 ,27402.00 ,511224.00 ,1598.20 ,4832.00 ,12211.00 ,1061.40 ,10558.00 ,216.00 ,156663.00 ,240.20 ,1896.90 ,1954.00 ,351.70 ,14.60 ,53.00 ,2044.80 
2018-河南,47517.00 ,972.40 ,27250.00 ,23395.00 ,2644.90 ,107112.00 ,25027.00 ,1465.00 ,39207.00 ,96.30 ,4903.00 ,793.80 ,96.65 ,2136.90 ,234.50 ,2220.20 ,5183.90 ,8339.00 ,235183.00 ,14240.00 ,10461.00 ,NA,99.10 ,5893.92 ,93707.00 ,711.19 ,43421.00 ,10874.00 ,4082.00 ,NA,NA,4.30 ,829.80 ,1492840.00 ,40.00 ,15168.50 ,3.92 ,12.59 ,9864.00 ,36673.00 ,14538.00 ,1612445.00 ,25586.00 ,216305.00 ,242.00 ,33624.00 ,0.20 ,14.57 ,12.69 ,21963.50 ,134.80 ,1019.60 ,45.00 ,1016.60 ,99.70 ,25265.00 ,59417.00 ,1332.30 ,425.70 ,1021.75 ,3778.30 ,331.00 ,0.61 ,24719.00 ,543823.00 ,1977.10 ,2066.44 ,16383.00 ,1063.29 ,14562.00 ,14.00 ,213694.00 ,445.80 ,2431.90 ,3618.00 ,880.00 ,15.40 ,55.00 ,2352.30 ,5131.50 ,47517.00 ,972.40 ,27250.00 ,23395.00 ,2644.90 ,107112.00 ,25027.00 ,1465.00 ,39207.00 ,96.30 ,4903.00 ,793.80 ,96.65 ,2136.90 ,234.50 ,2220.20 ,5183.90 ,8339.00 ,235183.00 ,14240.00 ,10461.00 ,NA,99.10 ,5893.92 ,93707.00 ,711.19 ,43421.00 ,10874.00 ,4082.00 ,NA,NA,4.30 ,829.80 ,1492840.00 ,40.00 ,15168.50 ,3.92 ,12.59 ,9864.00 ,36673.00 ,14538.00 ,1612445.00 ,25586.00 ,216305.00 ,242.00 ,33624.00 ,0.20 ,14.57 ,12.69 ,21963.50 ,134.80 ,1019.60 ,45.00 ,1016.60 ,99.70 ,25265.00 ,59417.00 ,1332.30 ,425.70 ,1021.75 ,3778.30 ,331.00 ,0.61 ,24719.00 ,543823.00 ,1977.10 ,2066.44 ,16383.00 ,1063.29 ,14562.00 ,14.00 ,213694.00 ,445.80 ,2431.90 ,3618.00 ,880.00 ,15.40 ,55.00 ,2352.30 
2018-黑龙江,63508.00 ,686.00 ,16998.00 ,24198.00 ,1831.40 ,70669.00 ,12278.00 ,1164.00 ,25695.00 ,89.50 ,5476.00 ,401.60 ,98.48 ,3400.10 ,386.30 ,310.80 ,593.30 ,4309.00 ,42943.00 ,889.00 ,11357.00 ,NA,384.50 ,810.66 ,20739.00 ,154.13 ,76652.00 ,40921.00 ,2261.00 ,NA,NA,2294.00 ,1090.20 ,1659200.00 ,36.00 ,16994.00 ,4.08 ,14.03 ,3327.00 ,21062.00 ,12726.00 ,575864.00 ,4322.00 ,139710.00 ,317.00 ,3501.00 ,30.80 ,14.86 ,12.35 ,22725.80 ,125.50 ,524.90 ,35.00 ,456.40 ,86.90 ,18831.00 ,13066.00 ,362.30 ,268.40 ,6.08 ,4895.40 ,307.00 ,0.36 ,10308.00 ,158565.00 ,928.20 ,784.57 ,10522.00 ,279.26 ,2060.00 ,19.00 ,198967.00 ,309.30 ,1395.60 ,466.00 ,607.30 ,6.80 ,59.00 ,2455.60 ,2587.70 ,63508.00 ,686.00 ,16998.00 ,24198.00 ,1831.40 ,70669.00 ,12278.00 ,1164.00 ,25695.00 ,89.50 ,5476.00 ,401.60 ,98.48 ,3400.10 ,386.30 ,310.80 ,593.30 ,4309.00 ,42943.00 ,889.00 ,11357.00 ,NA,384.50 ,810.66 ,20739.00 ,154.13 ,76652.00 ,40921.00 ,2261.00 ,NA,NA,2294.00 ,1090.20 ,1659200.00 ,36.00 ,16994.00 ,4.08 ,14.03 ,3327.00 ,21062.00 ,12726.00 ,575864.00 ,4322.00 ,139710.00 ,317.00 ,3501.00 ,30.80 ,14.86 ,12.35 ,22725.80 ,125.50 ,524.90 ,35.00 ,456.40 ,86.90 ,18831.00 ,13066.00 ,362.30 ,268.40 ,6.08 ,4895.40 ,307.00 ,0.36 ,10308.00 ,158565.00 ,928.20 ,784.57 ,10522.00 ,279.26 ,2060.00 ,19.00 ,198967.00 ,309.30 ,1395.60 ,466.00 ,607.30 ,6.80 ,59.00 ,2455.60 
2018-湖北,37072.00 ,858.40 ,21075.00 ,22549.00 ,2609.70 ,93148.00 ,27903.00 ,2159.00 ,34970.00 ,97.64 ,2804.00 ,691.00 ,99.37 ,1482.10 ,394.70 ,1825.90 ,4051.40 ,11393.00 ,163145.00 ,36432.00 ,4730.00 ,NA,19.20 ,2955.53 ,80990.00 ,453.44 ,1471.00 ,3.00 ,693.00 ,NA,NA,515.10 ,147.10 ,12040937.00 ,38.40 ,19537.80 ,2.45 ,10.98 ,5917.00 ,38831.00 ,20612.00 ,1788207.00 ,23869.00 ,305003.00 ,NA,NA,NA,17.00 ,11.47 ,25814.50 ,202.20 ,954.20 ,49.00 ,954.00 ,100.00 ,31397.00 ,44350.00 ,1026.30 ,1263.70 ,2850.00 ,6134.70 ,648.00 ,4.74 ,35151.00 ,482853.00 ,1737.30 ,869.97 ,16713.00 ,800.74 ,8363.00 ,138.00 ,324048.00 ,492.60 ,2269.40 ,3666.00 ,686.20 ,13.50 ,69.00 ,2075.20 ,8145.90 ,37072.00 ,858.40 ,21075.00 ,22549.00 ,2609.70 ,93148.00 ,27903.00 ,2159.00 ,34970.00 ,97.64 ,2804.00 ,691.00 ,99.37 ,1482.10 ,394.70 ,1825.90 ,4051.40 ,11393.00 ,163145.00 ,36432.00 ,4730.00 ,NA,19.20 ,2955.53 ,80990.00 ,453.44 ,1471.00 ,3.00 ,693.00 ,NA,NA,515.10 ,147.10 ,12040937.00 ,38.40 ,19537.80 ,2.45 ,10.98 ,5917.00 ,38831.00 ,20612.00 ,1788207.00 ,23869.00 ,305003.00 ,NA,NA,NA,17.00 ,11.47 ,25814.50 ,202.20 ,954.20 ,49.00 ,954.00 ,100.00 ,31397.00 ,44350.00 ,1026.30 ,1263.70 ,2850.00 ,6134.70 ,648.00 ,4.74 ,35151.00 ,482853.00 ,1737.30 ,869.97 ,16713.00 ,800.74 ,8363.00 ,138.00 ,324048.00 ,492.60 ,2269.40 ,3666.00 ,686.20 ,13.50 ,69.00 ,2075.20 
